Wind_power_MW,Solar_power_kW,Consumption_MW
101.0749386,0,15.52
95.89160837,27.0336,15.76
84.22911546,495.1296,15.66
72.99856673,1756.4928,17.28
61.33607382,3392.1024,21.00
69.1110691,4971.8016,26.53
77.31800855,6191.7696,28.19
85.09300382,7057.6896,31.82
91.14022237,7595.4432,32.01
96.75549673,7512.7296,30.49
102.3707711,6549.0432,30.15
101.5068827,4944.9984,27.80
100.6429944,4095.4368,27.80
99.34716183,1907.6352,27.00
85.95689219,1085.8752,27.61
72.56662255,384.9984,27.85
59.17635291,0,27.46
63.92773891,0,27.70
68.67912491,0,30.20
73.43051091,0,33.77
79.90967364,0,29.86
86.38883637,0,23.69
92.8679991,0,19.00
93.73188746,0,17.77
94.16383164,0,15.86
94.59577583,40.5504,15.52
82.06939455,436.224,14.73
69.54301328,1748.4288,16.30
57.016632,3372.0576,21.49
67.38329237,4971.1104,25.75
77.31800855,6298.4448,27.90
87.68466892,7178.112,31.62
98.48327346,7467.1872,32.21
109.281878,7513.9584,31.57
120.5124267,6854.8608,29.71
121.3763151,5735.5008,30.20
122.2402035,4052.352,30.44
123.536036,2654.1312,27.61
116.1929849,1092.5568,27.65
108.8499338,398.5152,28.83
101.9388269,0,27.56
107.5541013,0,28.83
113.1693756,0,30.64
118.3527058,0,32.35
121.8082593,0,29.32
124.8318686,0,24.00
128.287422,0,19.19
123.9679802,0,17.38
120.0804826,0,16.74
116.1929849,74.2656,15.42
107.9860455,493.056,15.76
99.77910601,1738.5984,16.84
91.57216655,3363.5328,21.24
113.6013198,4962.8928,26.77
135.1985289,6298.9056,30.54
156.795738,7179.1104,31.52
162.8429566,7640.2176,28.14
168.8901751,7639.1424,29.17
175.3693378,6935.1168,31.52
172.7776727,5765.2992,28.39
170.1860076,4329.6,29.17
167.5943426,2675.1744,29.37
165.0026775,1089.1008,29.00
162.8429566,384.9984,29.81
160.2512915,0,29.22
153.3401846,0,30.30
146.4290776,0,31.23
139.5179707,0,34.46
135.6304731,0,29.61
131.3110313,0,23.69
127.4235336,0,19.14
123.536036,0,18.31
119.6485384,0,16.35
115.7610407,60.7488,16.00
114.8971524,466.0224,15.86
114.033264,1751.1936,16.64
113.1693756,3403.0848,22.00
123.9679802,4962.9696,26.63
135.1985289,6225.4848,28.78
145.9971335,7222.8864,31.28
140.8138033,7642.1376,32.50
135.1985289,7641.6,31.33
130.0151987,6866.4576,30.64
123.9679802,5774.7456,28.93
118.3527058,4338.5856,28.19
112.7374315,2642.6112,30.64
111.4415989,1089.6384,29.00
110.1457664,378.24,25.79
108.8499338,0,22.56
117.4888175,0,24.33
125.6957569,0,25.00
133.9026964,0,27.56
122.2402035,0,25.50
110.1457664,0,21.59
98.48327346,0,17.28
95.89160837,0,16.54
93.29994328,0,14.98
90.70827819,94.5408,14.63
85.09300382,94.5408,13.90
79.90967364,1765.0176,14.34
74.29439928,3266.0736,17.33
79.04578528,4902.3744,23.79
83.3652271,6293.0688,26.63
87.68466892,7096.2432,29.76
92.00411073,7729.536,28.49
96.32355255,7644.5184,28.78
100.6429944,6868.9152,28.39
87.25272473,5776.9728,27.56
73.8624551,4059.1104,27.61
60.90412964,2427.1104,25.00
69.54301328,1090.4064,26.00
78.6138411,378.24,28.00
87.68466892,0,26.43
69.1110691,0,26.38
50.96941346,0,29.47
32.82775782,0,30.20
52.69719019,0,28.98
72.56662255,0,23.30
92.43605492,0,19.24
87.25272473,0,17.47
82.50133873,0,15.81
77.31800855,27.0336,15.00
75.15828764,290.4576,15.00
72.99856673,958.3872,16.30
70.83884582,2477.2608,18.80
69.54301328,1543.9104,21.88
68.67912491,1787.2896,27.65
67.38329237,1628.8512,29.56
79.90967364,1864.5504,29.91
92.8679991,1164.4416,30.00
105.3943804,1400.2176,28.00
120.0804826,4269.312,27.17
134.7665847,514.4064,26.00
149.4526869,1000.1664,26.68
137.3582498,1131.264,25.31
124.8318686,324.1728,25.65
112.7374315,0,26.58
104.9624362,0,26.14
97.18744092,0,28.78
89.41244564,0,30.20
88.54855728,0,27.85
87.25272473,0,22.71
86.38883637,0,17.67
87.25272473,0,15.61
88.1166131,0,16.00
88.98050146,27.0336,14.68
89.41244564,493.056,15.00
90.27633401,1035.3408,16.79
91.14022237,3101.4144,20.46
116.1929849,3172.992,25.16
140.8138033,5340.1344,28.98
165.4346216,7013.2224,30.49
182.2804447,7599.2832,29.81
198.6943237,7084.8,29.37
215.1082026,5898.624,29.66
193.0790493,5782.4256,29.76
171.4818402,4140.2112,29.66
149.4526869,2622.6432,29.17
124.8318686,1084.3392,29.86
100.2110502,371.4816,29.17
75.59023182,0,30.15
83.3652271,0,30.59
91.14022237,0,30.00
98.91521764,0,30.30
98.05132928,0,27.80
96.75549673,0,21.83
95.89160837,0,17.62
93.29994328,0,15.96
90.70827819,0,15.37
88.1166131,27.0336,15.76
86.82078055,425.472,14.78
85.95689219,1713.2544,17.00
84.66105964,3362.4576,20.17
95.89160837,4943.7696,26.92
107.1221571,6283.6992,30.54
118.3527058,7182.4128,31.37
126.5596453,7646.0544,33.19
134.3346406,7572.4032,30.00
142.54158,6870.528,29.81
127.8554778,5719.68,29.22
113.1693756,4281.216,29.76
98.48327346,2616.576,29.00
92.8679991,1092.1728,30.20
87.68466892,351.2064,29.17
82.06939455,0,27.80
93.29994328,0,28.98
104.0985478,0,28.19
114.8971524,0,31.77
109.281878,0,28.58
103.6666036,0,22.32
97.6193851,0,18.75
98.48327346,0,16.79
98.91521764,0,16.00
99.34716183,27.0336,15.32
98.91521764,425.472,15.37
98.91521764,1682.5344,15.91
98.48327346,3356.0832,21.88
113.1693756,4883.712,24.86
128.287422,6286.7712,29.66
142.9735242,7090.56,31.42
157.2276822,7606.7328,30.74
171.049896,7449.1392,29.37
185.304054,6874.5216,28.98
175.801282,5722.9824,26.87
166.29851,4283.7504,27.00
156.795738,2617.4976,28.49
132.6068638,1092.0192,29.66
108.4179896,371.4816,28.29
84.66105964,0,28.58
88.98050146,0,29.00
92.8679991,0,30.79
97.18744092,0,32.11
100.2110502,0,27.21
103.6666036,0,23.00
106.6902129,0,17.91
106.6902129,0,15.52
107.1221571,0,14.24
107.1221571,20.2752,14.54
115.3290966,432.2304,14.98
123.536036,1372.8768,15.71
131.7429755,1300.224,19.92
137.790194,3067.8528,24.33
143.8374126,4305.1008,29.81
150.3165753,5600.5632,30.69
152.4762962,5055.2832,31.91
155.0679613,6191.616,29.22
157.2276822,6486.9888,29.42
139.9499149,5599.0272,29.17
122.6721476,3184.896,28.00
105.3943804,2560.5888,28.00
102.8027153,810.8544,28.00
99.77910601,371.4816,30.79
97.18744092,0,30.98
92.43605492,0,32.50
87.68466892,0,32.94
82.93328292,0,35.34
84.66105964,0,30.40
86.82078055,0,22.76
88.98050146,0,20.21
90.27633401,0,16.94
92.00411073,0,16.25
93.73188746,0,15.52
97.18744092,425.472,15.52
101.0749386,1701.2736,16.94
104.9624362,3336.8064,20.26
105.8263246,4927.7184,27.00
106.2582687,5796.864,28.73
107.1221571,6427.776,32.75
123.9679802,3448.0896,31.86
140.8138033,7230.5664,31.37
158.0915706,5854.9248,29.37
155.0679613,5602.3296,29.42
152.4762962,3131.136,28.68
149.4526869,1386.24,27.46
128.287422,1110.2208,28.19
107.5541013,303.8976,29.32
86.38883637,0,28.24
95.45966419,0,27.80
104.0985478,0,30.59
113.1693756,0,33.77
116.1929849,0,29.66
119.6485384,0,24.28
122.6721476,0,20.61
123.536036,0,17.62
124.8318686,0,15.71
125.6957569,0,15.86
134.3346406,155.3664,15.37
142.9735242,500.0448,16.69
152.044352,442.9056,19.00
146.8610218,4119.552,24.96
142.1096358,6282.3936,28.63
136.9263056,7183.0272,30.84
152.4762962,7657.0368,32.45
168.0262867,4399.6416,31.42
183.5762773,5336.832,31.18
167.5943426,4836.2496,27.80
151.1804636,4278.3744,28.00
135.1985289,2363.0592,27.36
138.2221382,1082.6496,28.88
140.8138033,351.2064,28.88
143.4054684,0,26.24
137.790194,0,27.65
132.1749196,0,29.66
126.1277011,0,30.44
122.2402035,0,28.14
117.9207616,0,23.64
113.6013198,0,19.92
113.6013198,0,16.54
113.6013198,0,15.22
113.1693756,0,15.22
119.2165942,391.7568,14.93
125.6957569,278.6304,16.45
131.7429755,550.1184,17.91
140.8138033,750.1056,23.00
149.4526869,2122.2912,26.63
158.5235147,3811.584,30.98
165.0026775,6572.0832,30.98
171.4818402,6288.3072,28.63
177.9610029,2995.584,30.40
162.4110124,821.5296,27.70
146.4290776,614.4,27.21
130.4471429,535.8336,27.65
126.1277011,350.0544,28.49
122.2402035,310.656,27.31
117.9207616,0,27.41
111.4415989,0,27.26
105.3943804,0,28.19
98.91521764,0,31.42
98.91521764,0,26.58
98.91521764,0,20.90
98.91521764,0,17.62
103.2346595,0,15.61
107.5541013,0,16.30
111.8735431,0,15.96
115.7610407,438.9888,15.61
119.2165942,1632.5376,16.15
122.6721476,2668.3392,20.00
137.790194,3712.7424,25.89
152.9082404,6241.6128,28.00
168.0262867,7096.7808,28.98
168.4582309,7290.5472,29.66
169.3221193,7045.632,28.29
169.7540635,6449.4336,30.49
165.0026775,5473.3824,30.00
159.8193473,3756.288,29.61
155.0679613,2564.2752,29.96
132.1749196,1089.8688,29.47
109.281878,344.448,28.14
86.38883637,0,27.61
78.6138411,0,27.90
70.40690164,0,31.37
62.63190637,0,31.37
63.06385055,0,29.00
63.49579473,0,22.61
63.92773891,0,17.72
68.67912491,0,15.56
73.43051091,0,14.59
78.18189691,0,14.54
79.90967364,432.2304,15.56
81.63745037,1624.9344,15.96
83.3652271,3263.616,20.90
105.3943804,4887.3984,25.45
126.9915895,6238.848,29.51
149.0207427,7094.1696,31.62
156.795738,7479.3216,29.86
164.5707333,7187.4048,31.52
172.3457286,6806.9376,30.54
165.8665658,5664.8448,27.21
159.8193473,4211.8656,27.56
153.7721287,2614.272,27.00
124.3999244,1059.072,28.29
95.02772001,337.6896,29.17
65.65551564,0,29.00
60.90412964,0,30.98
56.15274364,0,31.28
51.40135764,0,31.23
65.65551564,0,27.70
80.34161782,0,21.78
94.59577583,0,18.89
95.45966419,0,17.38
95.89160837,0,16.84
96.32355255,0,16.74
81.63745037,425.472,15.76
66.519404,1507.8912,16.00
51.83330182,2323.4304,21.39
44.49025073,4769.8176,25.40
37.14719964,6122.6496,29.61
29.80414855,7092.2496,32.11
38.87497637,7666.4064,32.70
47.51386,7550.8992,31.96
56.58468782,6855.0912,31.28
68.67912491,5723.8272,28.39
80.34161782,4253.7984,29.96
92.43605492,2609.1264,28.78
98.05132928,1064.9088,30.98
103.6666036,324.1728,32.01
109.7138222,0,31.96
112.7374315,0,33.33
116.1929849,0,32.30
119.2165942,0,35.34
118.3527058,0,30.00
117.0568733,0,24.72
116.1929849,0,20.80
109.7138222,0,17.57
103.2346595,0,16.35
96.32355255,0,15.81
88.1166131,425.472,17.00
79.47772946,1347.456,18.00
70.83884582,3199.6416,21.88
60.04024128,2960.1792,25.60
49.24163673,5024.9472,30.54
38.011088,7007.5392,33.38
60.47218546,7665.7152,31.23
82.93328292,7549.9776,29.56
105.3943804,6853.7088,29.00
97.6193851,5729.664,27.90
89.41244564,4250.496,27.00
81.63745037,2549.5296,28.63
84.22911546,991.4112,27.00
87.25272473,47.3088,27.80
89.84438982,0,29.27
67.38329237,0,29.47
44.92219491,0,28.83
22.46109746,0,32.60
50.10552509,0,30.49
77.31800855,0,24.77
104.9624362,0,19.82
102.8027153,0,18.16
100.6429944,0,16.40
98.48327346,0,16.69
109.281878,182.3232,16.00
120.0804826,901.248,17.38
130.8790871,1057.536,22.96
115.3290966,4499.4048,25.00
99.77910601,5381.6832,21.34
83.79717128,7142.8608,23.54
108.8499338,7665.1776,23.00
133.4707522,7549.44,21.83
158.5235147,6928.5888,21.49
148.1568544,5727.8976,19.77
138.2221382,4286.0544,20.66
128.287422,2080.512,19.33
112.3054873,1059.7632,20.00
96.32355255,317.4144,21.34
80.34161782,0,33.23
77.31800855,0,32.99
74.29439928,0,33.72
71.70273419,0,32.99
70.83884582,0,30.25
70.40690164,0,24.47
69.54301328,0,20.51
64.3596831,0,18.21
58.74440873,0,17.62
53.12913437,0,15.81
53.99302273,405.2736,16.98
54.85691109,1534.0032,17.47
56.15274364,2925.6192,19.68
61.768018,4433.664,24.82
66.95134819,6124.1856,21.00
72.56662255,7542.9888,23.45
78.18189691,7435.6224,22.61
83.3652271,7513.1136,23.59
88.98050146,6403.968,23.54
83.79717128,1852.3392,21.00
79.04578528,3934.0032,20.56
73.8624551,2613.0432,20.85
76.45412019,890.0352,21.34
79.04578528,256.6656,32.16
81.63745037,0,29.66
94.16383164,0,30.20
107.1221571,0,32.06
119.6485384,0,34.21
118.3527058,0,30.44
116.6249291,0,23.40
114.8971524,0,19.97
110.1457664,0,17.57
104.9624362,0,16.15
100.2110502,0,16.20
87.25272473,256.6656,16.30
74.29439928,1570.56,17.00
61.33607382,3270.144,19.24
62.19996219,3705.4464,25.75
63.06385055,6085.7856,20.61
63.92773891,6918.2208,22.37
75.59023182,5802.8544,23.54
87.25272473,6571.5456,21.24
98.91521764,2126.3616,20.61
106.2582687,4142.8992,21.14
114.033264,1450.4448,19.97
121.3763151,528.6912,19.82
104.9624362,581.1456,19.73
88.54855728,128.3328,32.11
72.13467837,0,28.54
73.8624551,0,28.44
75.59023182,0,30.59
77.31800855,0,34.16
83.3652271,0,28.29
89.41244564,0,22.22
95.45966419,0,19.43
92.8679991,0,16.69
90.27633401,0,16.54
87.68466892,0,15.56
87.68466892,384.9984,15.66
88.1166131,1053.8496,17.52
88.1166131,1836.7488,22.22
95.89160837,2733.4656,26.00
103.6666036,2021.5296,28.00
111.4415989,5748.1728,22.37
117.4888175,6055.3728,22.96
123.536036,5145.2928,21.39
130.0151987,3287.9616,20.46
136.9263056,1874.9952,20.70
143.8374126,1107.3024,20.95
150.7485195,1833.9072,20.31
129.5832546,1032.1152,20.80
108.4179896,290.4576,20.46
86.82078055,0,32.40
78.18189691,0,29.91
69.54301328,0,32.30
60.90412964,0,34.41
59.17635291,0,29.96
57.44857619,0,22.37
56.15274364,0,19.73
59.17635291,0,16.84
62.19996219,0,15.61
65.65551564,0,15.61
60.90412964,378.24,16.45
56.58468782,1495.296,16.54
51.83330182,3099.0336,21.59
51.83330182,4718.5152,24.91
51.40135764,6157.5168,27.51
51.40135764,6923.9808,29.56
57.016632,6354.048,30.40
62.63190637,7330.7904,29.00
68.67912491,3094.1184,28.39
71.27079001,3047.5008,27.75
73.8624551,4122.8544,27.21
76.88606437,2333.6448,26.87
72.56662255,815.6928,28.73
68.67912491,270.1824,28.14
64.3596831,0,27.26
53.56107855,0,27.41
42.33052982,0,29.76
31.53192528,0,34.21
33.259702,0,27.90
34.98747873,0,21.63
37.14719964,0,18.94
29.37220437,0,16.79
22.02915327,0,15.86
14.254158,0,15.00
16.84582309,108.0576,15.91
19.43748818,1447.3728,16.25
22.02915327,1273.4976,21.34
36.71525546,778.6752,25.99
51.40135764,1393.0752,28.83
66.08745982,3921.408,30.30
81.63745037,5442.6624,30.49
96.75549673,3898.2144,29.32
111.8735431,1200.2304,29.00
107.9860455,5486.3616,28.19
104.0985478,3842.7648,26.97
100.2110502,471.4752,28.14
93.29994328,1021.5936,27.61
86.38883637,276.9408,28.78
79.90967364,0,29.00
84.66105964,0,27.26
89.84438982,0,29.47
94.59577583,0,32.26
92.43605492,0,28.83
89.84438982,0,22.27
87.68466892,0,19.33
85.95689219,0,16.15
83.79717128,0,15.76
82.06939455,0,14.98
75.15828764,357.9648,16.00
68.24718073,1637.1456,16.69
61.33607382,3409.6128,20.70
59.17635291,5030.6304,24.23
56.58468782,6436.1472,27.90
54.42496691,7454.3616,31.52
65.65551564,7994.9568,28.93
76.88606437,7872.6912,29.00
88.1166131,6516.096,28.24
93.29994328,5279.0016,28.58
98.05132928,3682.4832,27.17
103.2346595,1971.5328,26.00
91.57216655,1021.9776,27.26
80.34161782,256.6656,26.87
69.1110691,0,27.85
70.83884582,0,27.00
72.56662255,0,29.00
74.29439928,0,32.45
78.18189691,0,26.97
82.06939455,0,21.59
85.95689219,0,19.19
85.95689219,0,16.54
86.38883637,0,15.37
86.38883637,0,14.68
62.19996219,351.2064,14.83
38.011088,1652.8896,16.25
13.82221382,3401.856,19.58
29.80414855,5090.3808,24.52
46.21802746,6438.2208,27.51
62.63190637,7457.3568,30.44
75.15828764,7908.096,30.25
88.1166131,7697.5104,29.91
100.6429944,6423.168,30.69
111.4415989,5795.5584,29.37
122.6721476,4397.4144,27.00
133.4707522,2653.9776,27.00
128.287422,981.1968,27.36
123.536036,236.3904,27.31
118.3527058,0,28.44
101.5068827,0,28.83
84.66105964,0,28.58
67.81523655,0,31.47
63.06385055,0,28.83
58.31246455,0,21.63
53.56107855,0,18.89
57.44857619,0,16.74
61.768018,0,15.76
65.65551564,0,15.27
57.016632,330.9312,15.22
48.80969255,1642.8288,16.30
40.60275309,3380.5056,18.94
55.72079946,5084.0832,23.00
70.83884582,6513.024,28.49
85.95689219,7460.736,31.37
91.57216655,7911.7056,31.52
97.6193851,7879.9104,29.61
103.6666036,7183.7952,29.71
113.1693756,5988.3264,28.29
122.2402035,4389.9648,28.54
131.7429755,2676.1728,27.36
133.038808,959.7696,27.70
134.3346406,236.3904,27.65
135.6304731,0,28.93
128.7193662,0,28.39
121.3763151,0,30.49
114.4652082,0,31.82
106.2582687,0,27.95
97.6193851,0,22.32
89.41244564,0,18.75
83.3652271,0,16.25
77.31800855,0,16.15
71.70273419,0,15.76
73.8624551,303.8976,15.37
76.45412019,1634.1504,15.22
79.04578528,3373.1328,17.77
76.45412019,5086.1568,23.15
73.8624551,6435.2256,27.26
71.70273419,7464.192,29.91
80.34161782,7915.392,30.54
88.98050146,7414.9632,29.00
97.6193851,6854.0928,29.00
105.8263246,5982.6432,28.14
113.6013198,4450.4832,27.41
121.3763151,2668.7232,25.75
121.8082593,954.0864,26.24
122.2402035,236.3904,26.19
122.6721476,0,27.31
119.6485384,0,28.49
116.6249291,0,29.86
113.6013198,0,32.26
106.6902129,0,27.65
99.77910601,0,21.19
92.8679991,0,17.18
89.41244564,0,15.66
86.38883637,0,15.52
82.93328292,0,14.98
76.45412019,324.1728,15.22
70.40690164,1595.4432,15.52
64.3596831,3322.1376,20.66
66.95134819,5028.3264,25.31
69.97495746,6438.4512,29.66
72.56662255,7459.8912,30.15
70.83884582,7919.6928,30.25
69.1110691,7880.064,27.90
67.38329237,7182.72,28.63
78.6138411,5977.1904,28.63
89.84438982,4376.2176,25.79
101.0749386,2621.6448,26.97
107.1221571,941.184,27.61
112.7374315,229.632,27.65
118.3527058,0,28.93
114.033264,0,28.98
109.281878,0,29.00
104.9624362,0,34.36
101.9388269,0,27.41
98.91521764,0,21.00
95.89160837,0,18.35
87.25272473,0,17.13
78.6138411,0,15.52
69.54301328,0,14.83
57.44857619,263.424,14.78
45.35413909,1455.2064,15.61
33.259702,3261.6192,19.77
34.98747873,5022.5664,26.14
37.14719964,6320.8704,28.83
38.87497637,7379.2512,30.00
49.24163673,7822.0032,28.29
60.04024128,7921.3056,28.78
70.83884582,7178.496,27.51
76.88606437,5808.8448,26.63
83.3652271,3582.7968,26.19
89.41244564,943.0272,27.21
69.54301328,958.464,28.93
49.67358091,216.1152,28.14
29.80414855,0,27.65
38.011088,0,28.78
46.21802746,0,29.71
54.42496691,0,32.01
59.17635291,0,28.00
63.92773891,0,21.29
68.67912491,0,17.67
60.90412964,0,17.18
53.56107855,0,15.00
45.78608328,0,15.27
43.62636237,222.8736,15.32
41.46664146,1577.1648,15.32
39.30692055,3040.896,20.26
34.98747873,5078.1696,25.89
31.09998109,6437.2224,28.68
26.78053927,7375.104,30.74
44.92219491,7633.7664,29.17
63.06385055,6353.28,29.71
81.20550619,5216.1024,27.26
80.34161782,3027.072,28.00
79.90967364,3849.0624,28.29
79.04578528,2302.464,28.98
56.58468782,923.136,27.17
33.69164618,202.5984,27.95
10.79860455,0,28.34
28.07637182,0,28.24
45.35413909,0,30.59
62.63190637,0,31.96
68.24718073,0,28.00
73.8624551,0,22.00
79.04578528,0,18.50
82.93328292,0,17.18
86.38883637,0,15.56
89.84438982,0,14.98
88.98050146,283.6992,16.15
88.54855728,1597.056,15.96
87.68466892,3354.0096,20.36
104.9624362,4992.9216,26.53
122.2402035,6516.48,29.96
139.5179707,7512.4224,31.00
150.7485195,7917.3888,31.28
161.9790682,7832.9088,30.00
173.2096169,7135.3344,30.44
173.2096169,5929.5744,29.22
172.7776727,4398.336,28.93
172.7776727,2608.8192,29.00
165.4346216,915.7632,26.92
158.5235147,195.84,28.73
151.1804636,0,27.90
150.3165753,0,28.39
149.4526869,0,29.96
148.1568544,0,32.35
145.5651893,0,29.17
142.9735242,0,21.39
139.9499149,0,18.50
140.3818591,0,16.74
140.3818591,0,15.32
140.8138033,0,15.00
141.2457475,276.9408,14.78
141.6776916,1588.8384,16.20
142.54158,3332.4288,20.00
164.1387891,5077.0944,26.43
185.7359982,6512.8704,29.96
207.3332073,7423.6416,30.54
211.6526491,7923.072,32.06
215.9720909,7838.2848,29.56
220.2915327,7131.648,30.64
216.8359793,5858.2272,28.39
212.9484817,4321.3056,29.86
209.060984,2594.1504,28.98
194.806826,903.4752,28.00
180.1207238,189.0816,29.00
165.4346216,0,29.61
155.4999055,0,28.34
145.1332451,0,31.00
134.7665847,0,33.72
124.8318686,0,29.66
114.8971524,0,23.45
104.9624362,0,19.43
104.9624362,0,17.23
104.9624362,0,15.22
104.9624362,0,15.66
97.6193851,283.6992,15.27
90.27633401,1607.5776,16.25
82.93328292,3334.1184,19.38
81.63745037,5073.024,24.72
80.77356201,6403.8144,30.00
79.90967364,7515.8784,32.11
92.00411073,7824.384,31.23
104.530492,7742.1312,29.71
116.6249291,7128.1152,30.98
111.0096547,5920.2816,28.78
105.8263246,4307.2512,29.22
100.2110502,2579.4048,28.44
106.6902129,891.0336,27.65
113.6013198,175.5648,28.39
120.5124267,0,27.65
113.1693756,0,30.00
105.8263246,0,32.16
98.48327346,0,30.35
95.02772001,0,26.14
92.00411073,0,22.37
88.98050146,0,18.00
94.59577583,0,17.23
100.2110502,0,15.86
106.2582687,0,15.32
95.02772001,276.9408,15.22
83.79717128,1570.2528,15.81
72.56662255,3328.2816,16.98
59.6082971,4986.0864,21.83
46.64997164,6400.3584,25.31
33.259702,7513.4976,30.49
48.80969255,7926.528,28.63
64.3596831,7832.9088,30.69
79.90967364,7124.9664,28.24
95.45966419,5907.7632,27.51
111.0096547,4301.2608,28.73
126.1277011,2518.1952,27.26
112.3054873,878.4384,26.19
98.48327346,155.3664,29.00
84.66105964,0,27.00
86.38883637,0,28.34
88.1166131,0,32.75
89.84438982,0,30.40
89.84438982,0,26.82
89.41244564,0,20.70
89.41244564,0,18.50
81.63745037,0,16.00
73.8624551,0,16.25
66.08745982,0,14.83
60.90412964,263.424,15.76
55.28885528,1521.6384,15.91
50.10552509,3322.5216,20.70
53.99302273,5045.76,26.19
57.88052037,6405.12,28.00
61.768018,7432.3968,31.67
79.04578528,7924.3008,30.44
95.89160837,7744.6656,29.51
112.7374315,7121.9712,29.71
115.3290966,5869.6704,28.58
118.3527058,4287.4368,27.00
120.9443709,2541.2352,27.90
124.3999244,865.7664,30.00
127.8554778,148.608,29.22
130.8790871,0,30.98
129.5832546,0,30.84
127.8554778,0,31.67
126.1277011,0,31.57
111.0096547,0,27.31
95.89160837,0,21.98
80.34161782,0,18.70
77.31800855,0,17.18
74.29439928,0,15.66
71.70273419,0,16.49
59.17635291,249.9072,15.61
46.64997164,1270.0416,16.94
34.12359037,2297.3952,21.19
35.41942291,2891.6736,26.48
37.14719964,5430.144,30.00
38.87497637,3166.5408,32.45
49.24163673,4439.3472,30.00
59.6082971,6692.8128,29.00
70.40690164,6558.1056,27.75
71.70273419,5726.4384,27.41
72.99856673,4137.9072,27.00
74.29439928,2228.4288,25.70
51.83330182,837.504,27.85
29.37220437,135.0912,28.58
6.479162728,0,29.22
28.94026018,0,29.86
51.40135764,0,31.33
73.8624551,0,33.82
82.93328292,0,29.91
91.57216655,0,22.86
100.6429944,0,18.94
97.6193851,0,17.87
94.59577583,0,17.00
91.57216655,0,16.98
89.41244564,236.3904,17.23
87.25272473,1542.3744,17.13
85.09300382,3236.1984,21.68
61.768018,4981.3248,27.17
38.011088,6319.4112,31.00
14.254158,7427.7888,29.42
33.69164618,7871.7696,29.27
53.12913437,7779.456,28.78
72.56662255,7070.8992,28.83
78.18189691,5853.0816,27.90
83.79717128,4245.4272,26.14
89.41244564,2462.592,28.14
99.77910601,841.1904,26.63
110.1457664,121.5744,29.56
120.5124267,0,28.88
118.3527058,0,27.17
116.1929849,0,31.91
114.4652082,0,33.23
107.9860455,0,28.78
101.5068827,0,22.00
95.45966419,0,18.75
85.09300382,0,17.42
74.72634346,0,15.81
64.3596831,0,15.37
78.18189691,222.8736,16.84
92.00411073,1451.52,17.72
106.2582687,2949.12,21.98
113.6013198,4948.6848,26.63
121.3763151,6405.1968,30.89
129.1513104,7335.4752,31.91
138.2221382,7878.6816,28.73
146.8610218,7590.8352,27.51
155.4999055,6355.4304,28.49
158.5235147,5841.1008,28.14
161.547124,4231.68,26.14
164.5707333,2488.2432,26.14
165.4346216,828.2112,27.51
165.8665658,101.2992,26.53
166.7304542,0,27.51
160.6832356,0,28.98
154.6360171,0,32.40
148.1568544,0,34.21
142.54158,0,28.58
136.9263056,0,22.17
130.8790871,0,18.50
129.1513104,0,16.45
126.9915895,0,16.00
125.2638127,0,15.71
117.4888175,108.0576,16.00
109.7138222,1128.0384,16.79
101.9388269,2865.5616,21.44
110.5777106,4944.5376,26.00
119.2165942,6022.7328,28.44
128.287422,7146.5472,29.51
143.4054684,7674.9312,29.27
158.5235147,7686.9888,28.93
174.0735053,6885.9648,29.00
170.6179518,5667.3024,28.83
167.5943426,4148.0448,28.44
164.5707333,2420.736,28.83
142.9735242,794.9568,26.82
121.8082593,101.2992,28.00
100.6429944,0,27.26
101.0749386,0,28.68
101.9388269,0,32.84
102.3707711,0,32.79
103.2346595,0,27.56
103.6666036,0,22.71
104.0985478,0,19.63
102.8027153,0,17.18
101.5068827,0,16.59
100.2110502,0,15.91
95.45966419,222.8736,16.49
90.70827819,1468.8768,16.49
85.95689219,3279.0528,19.63
98.05132928,4941.1584,25.00
110.1457664,6400.7424,29.61
122.2402035,7288.8576,31.72
130.8790871,7775.232,30.15
139.5179707,7685.0688,31.28
148.1568544,6969.5232,29.66
142.9735242,5726.4384,27.75
137.790194,4181.0688,27.00
132.1749196,2404.8384,27.56
130.0151987,798.1824,26.58
127.4235336,87.7824,28.00
125.2638127,0,27.41
122.2402035,0,26.87
119.2165942,0,32.45
116.1929849,0,31.67
113.1693756,0,28.00
110.1457664,0,22.32
107.1221571,0,17.52
104.9624362,0,15.91
102.8027153,0,16.00
100.6429944,0,15.00
94.59577583,209.3568,15.00
88.98050146,1459.584,14.98
82.93328292,3201.8688,17.47
105.3943804,4937.3952,22.17
128.287422,6357.9648,26.14
150.7485195,7287.3216,27.41
155.4999055,7773.5424,29.56
160.6832356,7583.0784,26.97
165.4346216,6958.6176,27.75
160.6832356,5714.0736,26.87
155.9318496,4167.3216,25.31
151.1804636,2370.8928,24.47
137.790194,772.3776,24.96
123.9679802,67.5072,26.48
110.1457664,0,25.99
113.6013198,0,28.54
117.4888175,0,30.74
120.9443709,0,30.54
117.9207616,0,25.84
114.8971524,0,21.00
111.8735431,0,17.38
108.8499338,0,15.32
106.2582687,0,15.71
103.2346595,0,15.47
92.43605492,195.84,15.17
81.63745037,1487.616,16.89
70.83884582,3251.1744,20.70
81.20550619,4933.7088,24.23
91.14022237,6437.9904,29.22
101.0749386,7379.2512,31.72
